comment_id,text,published_at,roberta_neg,roberta_neu,roberta_pos,roberta_label,num_words
Ugx9km_vGK1FwqwJdIR4AaABAg,"will confession was lame than powerful and badly acted, the actor and dialogue could do more better if that's such a huge crux of their storyline",2025-12-26T22:16:20Z,0.7563342452049255,0.2193097174167633,0.0243560951203107,negative,26
UgyGlaZ7SaruYhN5ID14AaABAg,"holly played major key role this season, took all the limelight from the regular casts and el so far had the less screentime but guess finale will be all about her and williamsteve-eddie and max-holly, the best teams of the season",2025-12-26T21:50:03Z,0.0111970193684101,0.166946679353714,0.8218563199043274,positive,41
UgyJ9M-8hzQlKxu9G2l4AaABAg,"the release date is fake, it's still not out.",2025-12-26T21:49:14Z,0.8282024264335632,0.1623978465795517,0.0093996925279498,negative,9
Ugy5BWigcEaw529KRZ14AaABAg,so stupid! spent 10 minutes on a kid crying so he could say he was gay. only in america. fools,2025-12-26T21:02:35Z,0.968641757965088,0.0280143395066261,0.0033439688850194,negative,20
UgzNVtvthvERHHJ4Pnh4AaABAg,"you die, i die. guess what netflix ! my subscription will die with that ..........",2025-12-26T20:59:43Z,0.8501439094543457,0.1276895552873611,0.022166471928358,negative,15
Ugz4vZ_JE4sypYN5Yj94AaABAg,nancy thinks she's arniewill is such a fruity two shoesrobyn is the most confused moron that talks too much on television everthe rest of them are just masters at downing shit burgerswhat an absolute shit show they turned this in to,2025-12-26T20:39:40Z,0.9650084376335144,0.0309345833957195,0.0040569654665887,negative,41
UgyEmwz5HP_tN8JAlOB4AaABAg,what a shit show 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣,2025-12-26T20:35:46Z,0.9434043169021606,0.0459857285022735,0.0106099788099527,negative,5
Ugwa9-URSP0P7oEHNGF4AaABAg,this whole volume had me crying my eyes out with a mix of excitement. and this is the beginning of the end of everything. i can expect some major emotional moments in the finale as well as a lot of other things.,2025-12-26T20:21:48Z,0.0574009865522384,0.2108836770057678,0.7317153811454773,positive,42
UgxiyCWEAydjhqTK2GF4AaABAg,"after finishing volume 2 realizing the fact that it was actually holly who was falling from the sky, it is so messed up poor girl has been enough.",2025-12-26T20:07:48Z,0.9340763092041016,0.0619973689317703,0.0039262804202735,negative,28
UgwSWx5v7PpZECQWz_Z4AaABAg,watch it to know about the finale 📈,2025-12-26T19:38:45Z,0.0367067456245422,0.8817374110221863,0.0815558135509491,neutral,8
UgxnD0_uuSYb2BZcAJ94AaABAg,bro there is not even a single clip for the last episode how am i suppose to waittttttttttt😩😩😩,2025-12-26T19:24:00Z,0.8141465783119202,0.159869760274887,0.0259836222976446,negative,18
UgzAYRIOJNZsG01GSzF4AaABAg,"holy shit : i just watch just.  vol 2.  worm hole science included in this is very awesome. just amazing. i can't say how much amazing. the upside down dream - asal me vo myth nikla . actually reason tho dark matter tha jo walls ko attract kr ke roke hue tha . 😮.that blow scifi idea. aur aisi movie arts,commerce etc wale ke palle nhi padne wala ....as i am science student say this.",2025-12-26T19:01:36Z,0.0150934606790542,0.0772614404559135,0.9076451659202576,positive,75
UgwvDp2o9gDR57X5eI54AaABAg,"have we heard vecna say ""it is time...for a new world."" yet?",2025-12-26T18:54:11Z,0.0707793906331062,0.8179202675819397,0.111300341784954,neutral,12
UgzhppcBUo9wK_S_zB54AaABAg,the 3v1 of a lifetime,2025-12-26T18:34:30Z,0.0216790121048688,0.7234318852424622,0.2548890113830566,neutral,5
Ugwrc81XYynTpDoaM_14AaABAg,not a single clip from the finale..,2025-12-26T18:17:37Z,0.5225719213485718,0.4481441080570221,0.0292839538305997,negative,7
UgyAUq5Nnd6akBnuy5B4AaABAg,why this season is called the last one? how can you be so sure that vecna will be defeated and everything restored in this season? what if we under estimated vecna that he is so powerful and the only way to defeat him is on season 6😊......one more season....please😢😢😢,2025-12-26T17:42:03Z,0.5718472003936768,0.359510064125061,0.0686427354812622,negative,49
UgwTtQh3SC9nb9aOxS94AaABAg,please release the finale in indian cinemas too. ❤💯,2025-12-26T17:29:57Z,0.0057790684513747,0.3294543623924255,0.6647665500640869,positive,9
UgzsTo5vNwZLwhQlp894AaABAg,please release the finale in indian cinemas too. ❤💯,2025-12-26T17:29:46Z,0.0057790684513747,0.3294543623924255,0.6647665500640869,positive,9
UgzlL10B2F3ryYsT-2R4AaABAg,please release the finale in indian cinemas too. ❤💯,2025-12-26T17:29:34Z,0.0057790684513747,0.3294543623924255,0.6647665500640869,positive,9
Ugzd8EnCuI3CPm-hNDV4AaABAg,please release the finale in indian cinemas too. ❤💯,2025-12-26T17:29:30Z,0.0057790684513747,0.3294543623924255,0.6647665500640869,positive,9
Ugw4LrQkkN12TqTGitV4AaABAg,please release the finale in indian cinemas too. ❤💯,2025-12-26T17:29:24Z,0.0057790684513747,0.3294543623924255,0.6647665500640869,positive,9
UgxbY9mMKAcXuwcyu394AaABAg,please release the finale in indian cinemas too. ❤💯,2025-12-26T17:29:17Z,0.0057790684513747,0.3294543623924255,0.6647665500640869,positive,9
UgwePDkLm7H3HfiIUtp4AaABAg,please release the finale in indian cinemas too. ❤💯,2025-12-26T17:29:09Z,0.0057790684513747,0.3294543623924255,0.6647665500640869,positive,9
UgwdLHXZrEWVCbidOgx4AaABAg,please release the finale in indian cinemas too. ❤💯,2025-12-26T17:29:00Z,0.0057790684513747,0.3294543623924255,0.6647665500640869,positive,9
Ugx5jJVP5lp7RovW4fN4AaABAg,please release the finale in indian cinemas too. ❤💯,2025-12-26T17:28:53Z,0.0057790684513747,0.3294543623924255,0.6647665500640869,positive,9
Ugwd60GcgKJPhUXSP8B4AaABAg,please release the finale in indian cinemas too. ❤💯,2025-12-26T17:28:45Z,0.0057790684513747,0.3294543623924255,0.6647665500640869,positive,9
UgxYNiRhhked1dAbO_l4AaABAg,please release the finale in indian cinemas too. ❤💯,2025-12-26T17:28:37Z,0.0057790684513747,0.3294543623924255,0.6647665500640869,positive,9
UgwprwNs1dPmIKH25iZ4AaABAg,please release the finale in indian cinemas too. ❤💯,2025-12-26T17:28:29Z,0.0057790684513747,0.3294543623924255,0.6647665500640869,positive,9
UgweYNrlhgZH_DnH3qN4AaABAg,please release the finale in indian cinemas too. ❤💯,2025-12-26T17:28:20Z,0.0057790684513747,0.3294543623924255,0.6647665500640869,positive,9
UgzRGtvNuYdrLKHe8wN4AaABAg,please release the finale in indian cinemas too. ❤💯,2025-12-26T17:28:12Z,0.0057790684513747,0.3294543623924255,0.6647665500640869,positive,9
UgwElQJpfdUNjuGRl5V4AaABAg,please release the finale in indian cinemas too. ❤💯 i've heard that it will be released in cinemas of us,2025-12-26T17:28:03Z,0.0055965729989111,0.3372640609741211,0.6571394205093384,positive,20
UgwI0lwEXQRDBQhpmjd4AaABAg,please release the finale in indian cinemas too. ❤💯,2025-12-26T17:27:27Z,0.0057790684513747,0.3294543623924255,0.6647665500640869,positive,9
UgxinBa0763scFbZt5J4AaABAg,the wills gays theme is really bring the the series down for me. its obvious been addressed in several episodes and scenes throughout the series. they are just kicking a dead horse. what a waste of an episode.,2025-12-26T17:25:06Z,0.9743583798408508,0.0231476873159408,0.0024939051363617,negative,38
UgzZ800zigvwDXISnVB4AaABAg,the actress of kali forgot to act in volume 2 she is just reciting dialogues without invoking any emotions,2025-12-26T17:23:34Z,0.5049363970756531,0.4739363491535187,0.0211272630840539,negative,19
UgwyHSK1wYgvfDHiqJB4AaABAg,who are you wait for episode 8🥵☠️,2025-12-26T17:20:22Z,0.0755114033818245,0.7977415919303894,0.1267470270395279,neutral,7
UgyGKfb3ZZJyt4JEOCx4AaABAg,honestly max stole the show this season.fkn amazing acting,2025-12-26T17:17:33Z,0.0786452889442443,0.1753768920898437,0.7459777593612671,positive,9
UgyqQ6Gw2C3gKo_yFNF4AaABAg,is stranger things based on genocyber? 🤔,2025-12-26T17:13:55Z,0.1105315759778022,0.8476237058639526,0.0418446660041809,neutral,7
UgzhWyaU6_sT0mhbXUt4AaABAg,so are we gonna talk abt hos there are 0 vids of ep 8...,2025-12-26T16:54:18Z,0.172443076968193,0.7895673513412476,0.0379895493388175,neutral,14
UgyYsvakiMNVyDgDJHR4AaABAg,"so... just canceled my nf subscription... apparently, according to the story, accepting that you are gay is the key to saving th universe (i wish i was joking)",2025-12-26T16:34:55Z,0.5518113374710083,0.3799613118171692,0.068227395415306,negative,28
UgzP0h-Z51zgDnxzzYZ4AaABAg,three episodes stranger things noooo😭😭😭😭😭😭😭,2025-12-26T15:55:51Z,0.8423864245414734,0.1370863318443298,0.0205272510647773,negative,5
UgzWbciQjjtFgev8ztN4AaABAg,volume 2 is all about saving max from vecna😶,2025-12-26T15:54:09Z,0.0630916282534599,0.7946219444274902,0.1422864198684692,neutral,9
UgzNmO8gdQVcdtA1Nu14AaABAg,who ever directed season 5 should be sentenced to prison for life,2025-12-26T15:51:45Z,0.9276297688484192,0.0690870285034179,0.003283211030066,negative,12
UgzNh4qoRf7_knPOa2Z4AaABAg,i feel like i’m way too passionate about this series that it’s boring writing.,2025-12-26T15:47:49Z,0.3919217586517334,0.3631185889244079,0.244959682226181,negative,14
UgzX6GiL7SYQUXzHiI14AaABAg,"you guys dropped the ball bigtimesetting the first half up like to completely throw it all away is crazy. it's like you wanted to end the show in the worst possible way lolwhy did you have yo force dei on us? it's bad enough that robins entire character is just ""beinggay"" but now will too? doesn't matter what happens in the last episode this completely sucked and ruined the show. why does hollywood always ruin everything.",2025-12-26T15:46:31Z,0.977471888065338,0.0198504030704498,0.0026777184102684,negative,76
Ugy5cJeTCUZNS0rdSWh4AaABAg,who tf thought it will be holly falling down,2025-12-26T15:46:28Z,0.6843189597129822,0.2977842092514038,0.0178967732936143,negative,9
UgxM1RiI-TPHr4_vG614AaABAg,underwhelming for sure,2025-12-26T15:39:29Z,0.8672901391983032,0.1244454309344291,0.0082643823698163,negative,3
UgzrD2odXQ3deyNQiod4AaABAg,"there’s only two scenes from the finale in the first trailer, this one has none :(",2025-12-26T15:35:28Z,0.6525623798370361,0.2999097108840942,0.047527901828289,negative,16
UgwlONx5QM0gcAq5TLt4AaABAg,"nancy has always been a stupid person and here again she proved it right. she is one of those people who think they are brave and correct, who knows what they are doing, although they are wrong, they do it as if they did something great. god it feels so good to let it out after watching the s5 e5",2025-12-26T15:27:45Z,0.3158310353755951,0.3425250351428985,0.3416439592838287,neutral,60
Ugym4KTNpwABjy9GFb14AaABAg,"y'all are tweakers, it wasn't eddie falling from that sky 😭",2025-12-26T15:24:15Z,0.5900394320487976,0.3780028223991394,0.0319576971232891,negative,11
Ugy3GhkfH5Lbfk8VL7N4AaABAg,how are they keep making it better and better everytime!???i cried too much my eyes hurt,2025-12-26T15:08:37Z,0.0955180525779724,0.1542997062206268,0.7501822113990784,positive,16
UgwQH_V0RH7fGc46K5Z4AaABAg,spoiler: lucas is one of the spartans,2025-12-26T15:00:41Z,0.1714449077844619,0.7858304381370544,0.042724635452032,neutral,7
UgyVEAVM9s48XvQjEVN4AaABAg,"the penultimate episode is full of different emotions! i've been the kind of person who, since childhood, watches movies, listens to music, or plays games, and it's as if i'm there, on the other side of the screen, and i experience everything along with the characters. i've developed a habit of pausing the show and just sitting for a while, thinking, and digesting what i've heard or seen, and containing my emotions.god, even if all the plot lines end in a completely unexpected way for me, i'll still be overjoyed, or, on the contrary, i'll weep like the last creature on earth, but i'll be incredibly grateful to the universe and its creators that i watched this divine series!i pray for goodness, unbreakable health, happiness, and blessings to everyone who created and starred in this series—it's a miracle! ... (p.s. a heartfelt thank you from an ordinary, mortal viewer in russia!)❤❤❤",2025-12-26T14:55:25Z,0.0067287315614521,0.0334728397428989,0.9597984552383424,positive,151
UgxwpUByTiH-4rs1wId4AaABAg,"just to let everyone know, there is not a single clip of episode 8 in this trailer wtfff would happen in episode 8 i have no idea this looks insane",2025-12-26T14:35:43Z,0.9269227981567384,0.0644098818302154,0.0086672939360141,negative,30
UgwbDWnTiPyvI0eycwR4AaABAg,woke crap didn't think the duffer brs would do it but they did 🖕🖕🖕🖕🖕🖕,2025-12-26T14:24:05Z,0.7559980750083923,0.2114088833332061,0.0325930267572402,negative,14
UgyAml8uAd5p_d5kWTp4AaABAg,"just finished watching volume 2. is it just me, or is anyone else disappointed with volume 2? really hoping the final episode makes up for it.",2025-12-26T14:17:24Z,0.4178515076637268,0.3992514610290527,0.1828969866037368,negative,26
UgyiuF_WhRugymLhIW14AaABAg,"""whats on the other side?"" ""...death"" chills",2025-12-26T14:15:33Z,0.580991804599762,0.3872101008892059,0.0317981578409671,negative,7
UgwHrIdT_k8Oi0Tknq54AaABAg,dustin was so right. everything about upside down they knew was so wrong,2025-12-26T14:10:02Z,0.3911518156528473,0.4296022355556488,0.1792459189891815,neutral,13
Ugy-avEcUyzpYomVAGx4AaABAg,"idk if it's just me, but i need to voice this. i really hate the typical 'hero stuff', the forever stereotype that heroes are never recognized or are hated and criticized by the public to the extent they become runaways or outcasts but still put on their cloaks and hats to save the same people who hate them. i mean, come on; eleven has been perceived as an enemy since season 1, always on the run from one or the other. even to the last season, she still hasn't gained recognition from anyone except her friends and the new friends in their goup ie robin and max. watching until now she is being hunted like the most dangerous villain on earth while no any other resident in hawkins knows about her (in a good way); meanwhile the girl is working her head off to save her friends, hawkins and the world to the point she doesn't even rest, and what? 'it is the freak??' i just can't sit right with this one, personally 😢😢",2025-12-26T13:57:54Z,0.9464470148086548,0.0492595396935939,0.0042934878729283,negative,174
UgzNaCs_zp6K54xovPp4AaABAg,"vol 2 can't match just like v1 !!! disappointing.,....",2025-12-26T13:55:14Z,0.8887956738471985,0.1005153805017471,0.0106888804584741,negative,9
Ugzo8iLckuGALGHjKdZ4AaABAg,i came back here after byler has officially been dead,2025-12-26T13:53:33Z,0.5579847097396851,0.4124364256858825,0.029578847810626,negative,10
UgxNJrd7959_kwLJLIp4AaABAg,there's nothing about finale - not a single clip 😭😭,2025-12-26T13:45:59Z,0.8988831639289856,0.0920784175395965,0.009038396179676,negative,10
UgyzH8hhjvpr52PctWR4AaABAg,millie bobby brown is terrible at acting wow 😂,2025-12-26T13:41:24Z,0.9199413061141968,0.0700196921825409,0.0100389961153268,negative,9
UgxFk609gonKL5nVgCB4AaABAg,11 and 8 gonna die😢,2025-12-26T13:38:58Z,0.8983367085456848,0.0895697548985481,0.0120935840532183,negative,5
UgyxmuIFDblxYWh2l094AaABAg,hate kaliiii,2025-12-26T13:12:38Z,0.8430505990982056,0.1434710323810577,0.0134784113615751,negative,2
Ugz7g67NEsG42WIfHgR4AaABAg,another 5 days wait for finale is absolutely disgusting,2025-12-26T13:12:38Z,0.960521936416626,0.0365864746272563,0.0028916033916175,negative,9
Ugx_TjPlp1fQfPVHDXp4AaABAg,volume 2 was such a letdown! like wth the duffer brothers hyped it up so much. noah’s acting and lumax was the only good thing. will coming out to half of hawkins🤦🏽‍♀️ what a joke,2025-12-26T13:08:26Z,0.8290019631385803,0.1404290348291397,0.0305689498782157,negative,35
UgwSSVlMe7CCnHWAPH54AaABAg,this trailer is better than entire season.,2025-12-26T12:39:30Z,0.0049009164795279,0.0251699611544609,0.9699291586875916,positive,7
UgwogELSAXkVYDoEAW94AaABAg,this show should've ended way earlier...,2025-12-26T12:37:50Z,0.8147649168968201,0.1736401468515396,0.0115948636084795,negative,6
Ugzvijb91_vgo9nOd2N4AaABAg,very underwhelming vol 2.,2025-12-26T12:30:25Z,0.9520707726478576,0.042618304491043,0.0053109349682927,negative,4
Ugz2S3rvEq1zyNJhE6J4AaABAg,who's here after finishing volume 2?,2025-12-26T12:20:38Z,0.0161994826048612,0.9226508736610411,0.0611497201025486,neutral,6
UgyRdU05-RcfwDROfON4AaABAg,00:25 reminds me of peacemaker,2025-12-26T12:17:29Z,0.0135040311142802,0.7127599120140076,0.2737360298633575,neutral,5
UgzC3Rr-f97kL3Tgy5B4AaABAg,y'all are over hating volume 2 btw,2025-12-26T12:12:01Z,0.9191899299621582,0.0731366872787475,0.0076733832247555,negative,7
UgwqdFk0bEdEIUwzLUB4AaABAg,hot take: vol 2 is flawed but incredibly overhated,2025-12-26T12:10:24Z,0.9357150793075562,0.0595521070063114,0.0047327517531812,negative,9
UgxGMEZ6JCK8USNDSlp4AaABAg,yaay,2025-12-26T12:05:00Z,0.0689040571451187,0.4224760830402374,0.5086198449134827,positive,1
UgwIvfU6hLLiH9lsrId4AaABAg,i checked - all scenes are from vol 2. no new ones from finale!,2025-12-26T12:04:35Z,0.059867363423109,0.7081758975982666,0.2319567501544952,neutral,14
UgyNp1I8eFpQSzac_Gp4AaABAg,the gun shots music,2025-12-26T12:02:56Z,0.1654636114835739,0.7308773398399353,0.1036591231822967,neutral,4
Ugw9Fyws9vOvYx-NFCd4AaABAg,will byers is cringe,2025-12-26T11:41:27Z,0.8703730702400208,0.1177044361829757,0.0119224097579717,negative,4
UgwtfkxDyLoVKRiHdhh4AaABAg,"derek,holly and sadie scenes are interesting 😂😂",2025-12-26T11:40:55Z,0.0061265039257705,0.0811036452651023,0.912769854068756,positive,7
UgzEHNydjDDj3nqYptV4AaABAg,i hate you for making will gay duffer brothers,2025-12-26T11:39:28Z,0.976189911365509,0.0211748871952295,0.0026352063287049,negative,9
UgxT87E1ypzL2LcjZtR4AaABAg,who came after watching vol 2,2025-12-26T11:34:03Z,0.0403377003967762,0.8990951180458069,0.0605671927332878,neutral,6
UgwVIT2nvwCRzyNrBlF4AaABAg,here after watching volume 2,2025-12-26T11:26:25Z,0.0132397236302495,0.8707086443901062,0.1160516068339347,neutral,5
UgyH5eYRnUjrWKMCV6N4AaABAg,no vi el beso de will y mike 😅,2025-12-26T11:18:40Z,0.0742442980408668,0.7169435024261475,0.2088122814893722,neutral,9
UgzxXD2rtIkrUISwBVR4AaABAg,why the hell is there no clue about the finale in this trailer?,2025-12-26T11:15:12Z,0.9376415014266968,0.0586934201419353,0.0036649820394814,negative,13
Ugy8Oq9DQAiq0dveVmd4AaABAg,who’s here to find any scene for the finale episode? 🤣,2025-12-26T11:08:36Z,0.0999490842223167,0.7861922979354858,0.1138586327433586,neutral,11
UgxeglVnr56PK7wyypB4AaABAg,nancy pulling insane kda...,2025-12-26T10:55:24Z,0.3066359162330627,0.6279364228248596,0.0654276385903358,neutral,4
UgzsRdm3j2CMFccKl3N4AaABAg,these kids ate only mcdonalds with growing hormone injected into chicken because they look like adults:)))),2025-12-26T10:51:03Z,0.6918360590934753,0.2612158954143524,0.0469479709863662,negative,16
UgwaPBWg_FMWygHDVZx4AaABAg,who here after vol 2,2025-12-26T10:50:11Z,0.0439625084400177,0.8610839247703552,0.0949535742402076,neutral,5
Ugw3JMmgmesV9a_yAyd4AaABAg,0:11,2025-12-26T10:43:13Z,0.1742588877677917,0.6381440758705139,0.1875970363616943,neutral,1
Ugya7KdIDEuvuCtBGz54AaABAg,"i was disappointed a lot i also didnt like the season 4 and i thought they gonna make something awesome for this season but its like a soup and i dont think they gonna save the whole season with just finale episode. i dont know, our childhood deserved better😔",2025-12-26T10:42:17Z,0.9400936365127563,0.0524594597518444,0.0074468627572059,negative,49
UgydMGAujkddEnM0hCl4AaABAg,who all are here after watched s5-s5-7🙌🏻,2025-12-26T10:40:50Z,0.0018821444828063,0.1586602479219436,0.8394575715065002,positive,7
Ugw2la076YMq-PyJNP94AaABAg,"0:15 wait that is where will and the rest entered the tunnel through in the sorcerer. that means since max and holly travel through vecna’s mind and memories it must mean that they can travel through will’s, right? that is also a key moment for him as it’s right before robin gives her speech leading to will getting his powers. i think they will escape through will’s mind.",2025-12-26T10:22:22Z,0.0500949099659919,0.8449031114578247,0.1050018742680549,neutral,68
Ugywpof4ydEV0FpvYRV4AaABAg,rewatching the trailer and realizing there is not a single clip from the finale 😱,2025-12-26T10:13:00Z,0.4017918705940246,0.4726713001728058,0.1255368292331695,neutral,15
UgzMJwTg40CPLdIBNBh4AaABAg,you die i die plssssss no,2025-12-26T10:10:11Z,0.9383057355880736,0.0563579834997653,0.0053362515754997,negative,6
UgyfjLXv04g3-Nn8aKN4AaABAg,who rewatching trailer after watched volume 2 😅,2025-12-26T10:09:29Z,0.0137472618371248,0.6018974184989929,0.3843553066253662,neutral,8
UgzMtSxCsdw2C6w_m3Z4AaABAg,is karen the best st character ever?,2025-12-26T10:09:12Z,0.044669184833765,0.7445105910301208,0.210820198059082,neutral,7
Ugymtnz0eGsBzRyJepp4AaABAg,duffer brothers were right. all theories are wrong except maybe for wormhole but it has nothing to do with time jump.,2025-12-26T10:09:06Z,0.4859868884086609,0.457412451505661,0.0566005855798721,negative,21
Ugwjr58QsoFHgIZPNJB4AaABAg,just now finished volume 2 😢 soo.... everything is going to happen in final episode! 😢,2025-12-26T09:54:46Z,0.7520418763160706,0.2119986563920974,0.0359595008194446,negative,16
UgyI1ajhc37AlEQb1m94AaABAg,the damn trailer was better than vol 2...,2025-12-26T09:53:15Z,0.2166933268308639,0.3084736764431,0.474833071231842,positive,8
Ugx-otOimHRDhr3oYHd4AaABAg,"just as we saw the end of the avengers era, we are now approaching the end of the stranger things era.",2025-12-26T09:43:31Z,0.1429506242275238,0.7414232492446899,0.1156261265277862,neutral,21
Ugzj_USAAssVaMOyOzZ4AaABAg,volume 1 >>>>>>>>>>> volume 2 volume 2 was very disappointed 😢,2025-12-26T09:25:46Z,0.9478750824928284,0.0474111884832382,0.0047136843204498,negative,11
UgwouIxNPegoJECfxuZ4AaABAg,"not a single scene in this trailer is from the new years eve episode, omg, what are you guys planningggggg 😭😭😭😭",2025-12-26T09:24:27Z,0.7088035941123962,0.2494935989379882,0.0417028181254863,negative,21
UgxC4CMO1qk-ivhvCR14AaABAg,back after watching vol2. there is not even a single shot from ep:8.,2025-12-26T09:24:03Z,0.3598347008228302,0.537826418876648,0.1023389250040054,neutral,13
UgypjY9s_Q6bQHSCz1V4AaABAg,"after watching episode 7 (“the bridge”), here’s my predicted death ranking for the finale — and hear me out, this lines up with what we just saw:1. kali – her whole arc this season has been emotionally heavy and tied to eleven’s choices. she’s basically pitching a suicide‑style plan with el to collapse the bridge forever, so her story feels like it’s heading for a tragic end. 2. eleven – she’s the core, but episode 7 ends with her maybe agreeing with kali’s plan. that hesitation feels like setup for huge risk — she might stay behind. 3. will – he’s emotionally connected and the group’s moral center now that he’s accepted himself publicly, but vecna’s been targeting him personally before, and his connection to the bridge makes him a real target.4. steve – out front in the group’s plan, right in the danger zone. his death would hit hard emotionally, especially because of his bond with dustin—he’s been mentoring and protecting him all season, and dustin would feel that loss deeply.5. hopper – protective figure to eleven and emotional anchor for the group; his survival is uncertain, especially if the story puts him in a sacrificial role to save eleven.6. holly – pulled around the upside down, nearly captured multiple times, and trapped in vecna’s lair, her situation is extremely precarious. one wrong move and she could be gone in an instant.7. dustin – usually clever and resourceful, but episode 7 puts him in constant danger. with monsters on the move and steve possibly sacrificing himself, dustin could face life-or-death situations that test his limits.let’s see who actually makes it! like this comment after the finale if my predictions are right—or roast me if they’re wrong.p.s. i think most of the characters in top 5 wouldn't make it.",2025-12-26T09:00:57Z,0.47725310921669,0.4752671122550964,0.0474798418581485,negative,305
UgxvicsEhC9_95L719B4AaABAg,"well, this season is the worst.the writing is so boring, it's pure torture to watch!",2025-12-26T08:57:22Z,0.9838868975639344,0.0133454436436295,0.0027677118778228,negative,15
UgyE2FsiTAEf8nlNqZx4AaABAg,the videos was so good,2025-12-26T08:52:21Z,0.0025757995899766,0.0103091849014163,0.9871150255203248,positive,5
UgwtD6VewYLj0pO8sph4AaABAg,noah's acting was peak ❤,2025-12-26T08:47:30Z,0.0014439553488045,0.0244928356260061,0.9740632176399232,positive,5
UgwTz3VE_c_UEsR8w654AaABAg,that was holly falling nobody guessed that omg 😮,2025-12-26T08:45:35Z,0.5503721237182617,0.365162044763565,0.0844658017158508,negative,9
UgymHF3bZaDqwHC-a3t4AaABAg,"if you don't like the series anymore then shut the hell up and go on with your worthless, collapsing, fragile little life and leave this goddamn awesome series alone, cause at least they're successful unlike some of these freaks that's just insecure and stuck on the mindset of old shitty times.",2025-12-26T08:10:12Z,0.9254089593887328,0.0629223734140396,0.0116686914116144,negative,51
UgxCWdH_Zt4B7BRjMGp4AaABAg,whos here after volume 2,2025-12-26T08:09:28Z,0.0406758300960063,0.8949421644210815,0.0643820092082023,neutral,5
UgwbTUZ58q_JkSbH7oV4AaABAg,"these shitheads needs to lick their own asses to shut the hell up, specifically on the part where will came out as gay. bunch of assholes are saying that it's just a waste of time, where in fact, a lot of people that's part of lgbtq are much successful that these suckers and they have much better life than they have. some are defending themselves that they're not homophobic but they feel that the coming out part was just a waste, well guess what it is big deal because vecna knows and showed i will that if he didn't come out  he will be all alone because it's his biggest secret, that he's gay and he wasn't able to fully accept himself because he's scared of what other people might think and guess another what he's right because this world doesn't need lectures about ""god made male and female do there shouldn't be gay or anything"" well then why did people invent technology when in god's time there wasn't? but hey, people benefited from it when they accepted it, people's lives became more easier didn't? as well as letting someone accept themselves.maybe there are just people that's jealous because will is now free to be himself without hiding or pretending to be anything or someone and yet everyone that he loves still loves him, something that those nasty shitheads might not have that's why they found it disturbing, what a bunch of satan's little dolls.",2025-12-26T08:05:58Z,0.6509196162223816,0.2857999503612518,0.0632804483175277,negative,245
UgwriuSmp_rr0xrOkXN4AaABAg,bro i loved dustin in volume 2 but even this trailer couldn't dress up that he had zero action in episodes 5-7,2025-12-26T08:02:05Z,0.2820221781730652,0.3607854545116424,0.3571924269199371,neutral,22
