,comment_id,text,published_at,roberta_neg,roberta_neu,roberta_pos,roberta_label,num_words
2289,UgyU52ivggu8_DW0-Tt4AaABAg,आपको ओढलढढढढदढुढढज्ञझराक्षथज्ञज्ञज्ञज्ञज्ञजुयज्ञ य यमभआभंघघभंघघघघाआआघघाघभभाचाआममोभ,2025-12-17T12:41:54Z,0.1759251803159713,0.7924834489822388,0.0315913558006286,neutral,4
2317,Ugxu-oW2YR-LuEy-jrB4AaABAg,bhaii kab ayega vol2 😢,2025-12-17T11:48:25Z,0.7453844547271729,0.2367924600839615,0.0178230889141559,negative,5
2356,Ugzhm8McbINIPihQ9oN4AaABAg,guhindu pin byaranze,2025-12-17T09:38:44Z,0.1277863085269928,0.7452845573425293,0.1269290596246719,neutral,3
2359,UgyOYnsCjxm1p_iAq294AaABAg,kanda bhaji is back,2025-12-17T09:33:33Z,0.0099583566188812,0.6337340474128723,0.3563076257705688,neutral,4
2423,Ugw1ZzF7aMZviPobyJp4AaABAg,9 días para el segundo volumen,2025-12-17T06:53:14Z,0.0563596487045288,0.887844443321228,0.055795919150114,neutral,6
230,UgylxNNfkI0FJaxh8SV4AaABAg,é hojeeeeeeeeeeee!!!!11eleven1!!!!,2025-12-25T18:03:17Z,0.0350734554231166,0.4548438787460327,0.5100827217102051,positive,2
2533,Ugyl6h8tu3Im0AXr3a54AaABAg,اَللّٰهُمَّ صَلِّ عَلٰی مُحَمَّدٍ وَّعَلٰٓی اٰلِ مُحَمَّدٍ كَمَا صَلَّيْتَ عَلٰٓی اِبْرَاهِيْمَ وَعَلٰٓی اٰلِ اِبْرَاهِيْمَ اِنَّكَ حَمِيْدٌ مَّجِيْدٌ۔اَللّٰهُمّ بَارِكْ عَلٰى مُحَمَّدٍ وَّعَلٰٓی اٰلِ مُحَمَّدٍ كَمَا بَارَكْتَ عَلٰٓی اِبْرَاهِيْمَ وَعَلٰٓی اٰلِ اِبْرَاهِيْمَ اِنَّكَ حَمِيْدٌ مَّجِيْدٌ۔,2025-12-17T04:00:07Z,0.1717929244041443,0.7914905548095703,0.0367165729403495,neutral,33
2617,UgwxgvUcKwSvZtAwmXN4AaABAg,1:08 💀🔥,2025-12-17T02:12:27Z,0.0685753598809242,0.4153711497783661,0.5160534977912903,positive,2
2684,UgzJhgOWTLQL4qYr84d4AaABAg,essa trilha sonora!!!,2025-12-17T00:59:32Z,0.0514456331729888,0.6490697860717773,0.2994844913482666,neutral,3
2721,UgyGukZYod_PPDB8X3h4AaABAg,я знаю  чем буду занят на новый год 🔥,2025-12-17T00:23:12Z,0.126224547624588,0.8150546550750732,0.0587207712233066,neutral,9
2845,Ugxsyk_a04QUIGmWWFF4AaABAg,não sei como eu estarei pós 25 de dezembro 😭,2025-12-16T22:38:33Z,0.3390359282493591,0.6182525753974915,0.0427114702761173,neutral,10
2847,UgyB8q5sn44mC2zFR_14AaABAg,netflix walo tum ek behen ke low de hoo.,2025-12-16T22:34:37Z,0.1515767872333526,0.8001482486724854,0.0482749715447425,neutral,9
2854,UgxhazzSdNEesTMTnSl4AaABAg,zamardanking,2025-12-16T22:28:13Z,0.1860343813896179,0.6931314468383789,0.1208342239260673,neutral,1
2857,UgyBohPjtQ9lZv9vCFR4AaABAg,oui,2025-12-16T22:24:25Z,0.354759931564331,0.482341319322586,0.1628987789154052,neutral,1
3058,UgzFTRhloPP-6UiQQPh4AaABAg,se ve de la vecna,2025-12-16T19:51:31Z,0.1406681686639785,0.7199023365974426,0.1394294947385788,neutral,5
3076,UgxHK-q20IuPv7Cd13N4AaABAg,mileven endgame ❤,2025-12-16T19:40:23Z,0.0028670083265751,0.1173752024769783,0.8797577619552612,positive,3
3093,UgyKvvPvBwz6Jnl5aZV4AaABAg,eeiiii 0:51 🔥🔥,2025-12-16T19:26:26Z,0.0054203807376325,0.1279921382665634,0.8665875196456909,positive,3
3258,UgzYxUSlOnWtsq2RlVZ4AaABAg,me arrepiei com o trailer imagina quando sair,2025-12-16T17:45:09Z,0.064874418079853,0.8639336228370667,0.0711920112371444,neutral,8
3889,UgyOnd9BCX068gtGkKZ4AaABAg,"agar wo dono mare ,saala netflix hq uda daalunga mai",2025-12-16T13:10:47Z,0.1062929481267929,0.8450194597244263,0.0486875064671039,neutral,10
3922,UgwLmruUgYG3692yw6B4AaABAg,volume 1 mai kya ye bhool gaya mai 😭,2025-12-16T12:57:49Z,0.4480590522289276,0.5126727819442749,0.0392681621015071,neutral,9
3924,UgzgLbNg7SJ5k1Uqa_p4AaABAg,vay bee fragmana bile doyamadım,2025-12-16T12:57:21Z,0.2263035625219345,0.6720141768455505,0.1016822680830955,neutral,5
3967,Ugx0iaqOorz1J4LROI54AaABAg,jaldi aaja bhai,2025-12-16T12:37:39Z,0.1730181276798248,0.7227903008460999,0.1041916161775589,neutral,3
3970,UgxiemC62phKAUCIAAl4AaABAg,querendo chorar só com o trailer,2025-12-16T12:35:54Z,0.0784928649663925,0.8447812795639038,0.0767258182168006,neutral,6
4001,Ugw9BjHX15ZPdDKf1zV4AaABAg,"eu vou gostar muito, se for só uma partida de d&d ❤",2025-12-16T12:19:13Z,0.003831566311419,0.325026124715805,0.6711423397064209,positive,12
4326,Ugwz2dWCilaxjT9OmUl4AaABAg,şampiyon fenerbahce,2025-12-16T09:39:02Z,0.2078501731157302,0.7351898550987244,0.0569600090384483,neutral,2
4353,Ugy1vq7JCKaslR98W4B4AaABAg,para mas masaya pa tong abangan kaysa pasko😅,2025-12-16T09:27:01Z,0.0693002194166183,0.7575729489326477,0.1731268614530563,neutral,8
4436,UgyA_N6m4j-mWOHGSqZ4AaABAg,millie o kıyafet ne? tüm sezon gözlerim kanadı,2025-12-16T08:43:30Z,0.2629119753837585,0.6842253804206848,0.0528626292943954,neutral,8
4616,Ugxw_ocUyZ3xIG_SpIN4AaABAg,4 episode bacha h itna bhaw kha rha netflix,2025-12-16T07:27:52Z,0.0850529596209526,0.8640293478965759,0.0509177036583423,neutral,9
4800,UgySsR0oJVAHLG0NOAJ4AaABAg,agar steve ya dustin ko kuch hua to tumhara muh tod dungi,2025-12-16T06:25:48Z,0.141042023897171,0.8072118759155273,0.0517460443079471,neutral,12
4952,UgzOaT9_nz_eCZxyqPt4AaABAg,tatti,2025-12-16T05:37:12Z,0.24238121509552,0.575806736946106,0.1818121075630188,neutral,1
4966,Ugwblq8gXfAQF-OTTm14AaABAg,yo estuve aqui,2025-12-16T05:33:35Z,0.12033461779356,0.7348856925964355,0.144779697060585,neutral,3
5176,UgzJwCrk-o2-HiATNt94AaABAg,0:32 camazotz?,2025-12-16T04:47:28Z,0.0746988877654075,0.8524143695831299,0.0728867352008819,neutral,2
5178,UgwvvIUL8vI9c8TKmbF4AaABAg,"de tantas cosas que podían pasar no me esperaba para nada esto, estoy tan ansioso de ver el segundo volumen que mi cabeza no puede procesar todo lo que acaba de ver en este preview, y me puse aun mas ansioso con ""si tu mueres yo igual"" bro quee 😭😭🙏",2025-12-16T04:47:16Z,0.1562435925006866,0.6524919867515564,0.1912643760442733,neutral,50
5280,UgxqIjWfeBGB77Zk1994AaABAg,chucha madre cada ves se pone mejor está wea,2025-12-16T04:24:54Z,0.0762413218617439,0.8341675996780396,0.0895910635590553,neutral,9
6014,Ugzm6aPCLpHJmfjSITJ4AaABAg,otra serie destrozada por el movimiento sectario lgtbiqplusplus por tres,2025-12-16T01:54:34Z,0.0482862889766693,0.903317928314209,0.0483957231044769,neutral,10
6036,UgyyfYmOl0SfLmyXXoN4AaABAg,"que cojones habeis echo netflix otra vez una mar iconeria del 15, me poneis al maric haciendo lo que tenía que hacer c anda y pudriros pervertidos, gracias a hustedes hay menos nacimientos en el mundo 🌎",2025-12-16T01:50:39Z,0.0226693842560052,0.7074325680732727,0.2698980569839477,neutral,37
6113,UgzV_Upzp6uqqxYKeJx4AaABAg,apakah max akan bertemu peacemaker,2025-12-16T01:36:08Z,0.167740061879158,0.7718005776405334,0.0604593008756637,neutral,5
6128,UgzTnREcPrks8YoWacB4AaABAg,só pensei em dark,2025-12-16T01:33:02Z,0.1154598891735076,0.8284733891487122,0.0560667775571346,neutral,4
6178,Ugx6HfdQXPBjGDjv1zN4AaABAg,dustin deve salvare steve per poter almeno redimere quel senso interiore di colpevolezza e dispiacere che sente per la morte dell'altro suo mentore...io vorrei ricordare che tra i personaggi principali giovani nessuno ha mai visto morire qualcuno tra le sue braccia come è successo a dustin con eddie...lucas ci è andato vicino però ha salvato max per dire....dustin non ha potuto fare nulla per eddie solo stare con lui mentre moriva se gli fanno morire steve nella stessa maniera è davvero crudelta...,2025-12-16T01:20:33Z,0.0734593197703361,0.8698195815086365,0.0567211024463176,neutral,82
6280,UgzY4nL1N074pwm1CZx4AaABAg,"si dustin o steve caen, tu también caeras netflix 😠",2025-12-16T00:52:35Z,0.3441161811351776,0.609454333782196,0.0464294366538524,neutral,10
6400,UgxNmRaldpu8uM_-Vl94AaABAg,😭 plis ada season selanjutnya dan again and again,2025-12-16T00:31:22Z,0.6024938225746155,0.3630533218383789,0.0344528146088123,negative,9
6558,UgyyH1y-4fjes1yFu_p4AaABAg,kali burdadırrr yesss,2025-12-16T00:02:10Z,0.0695150196552276,0.6403428316116333,0.2901421785354614,neutral,3
6589,UgyHY65cbeVOAiH0twp4AaABAg,muy darkesko,2025-12-15T23:56:19Z,0.1737606823444366,0.7261064052581787,0.1001329272985458,neutral,2
7326,Ugy87tPztQVzgM3sgNh4AaABAg,"dustin y steve no pueden morir, necesito saber que pasa entre mike y will, y porque xuxa no sale ni robin, ni joyce, ni hopper, ni murray y ni erica en los nuevos posters 💔",2025-12-15T21:51:34Z,0.3514748215675354,0.6076558232307434,0.04086934030056,neutral,35
7361,UgwUEOgF6jbb3yhw_jt4AaABAg,"'you die, i die'. la audiencis los ha juzgado pronto. yo dabía. el dolor de la situación y el amor que se tienen reflejado en una frase de la temporada 3.adoro su friendship 😭😭🩷",2025-12-15T21:46:40Z,0.4395535886287689,0.4898596107959747,0.0705867782235145,neutral,34
7454,UgwZRRJ24lJ2c-ZH3514AaABAg,presente nesse momento.,2025-12-15T21:31:37Z,0.1129153072834014,0.6577091217041016,0.2293756008148193,neutral,3
7472,UgygpkwLkbC1uiyk4-x4AaABAg,como que you die i die??? 🥺🥺,2025-12-15T21:28:50Z,0.659690797328949,0.2981760501861572,0.0421331077814102,negative,7
7572,Ugwy_n28rPgpAO5bSUt4AaABAg,lagog,2025-12-15T21:13:19Z,0.2602835297584533,0.5021724104881287,0.2375441044569015,neutral,1
7583,UgwaBGvwrDsoHAmLrrB4AaABAg,mds a nancy muito xerecuda,2025-12-15T21:11:14Z,0.1226026862859726,0.7678034901618958,0.1095938086509704,neutral,5
7593,UgzFFAmZY-ES61ZpJXZ4AaABAg,no el dustin con el steve puede que mueran tt,2025-12-15T21:09:54Z,0.0997448712587356,0.8337315320968628,0.0665236636996269,neutral,10
7608,UgxVwqUexoL_xZ1OXYF4AaABAg,i’m quite literally sobbing “you die i die”,2025-12-15T21:07:49Z,0.7582423090934753,0.1817035675048828,0.0600541606545448,negative,8
7704,UgwO-nTAhdEuV2XvFNZ4AaABAg,çocukluğum bitme...,2025-12-15T20:54:09Z,0.2095893621444702,0.7286831736564636,0.0617274306714534,neutral,2
7819,UgxZgpRq8DCbbbTnZWp4AaABAg,que buen regalo de navidad,2025-12-15T20:39:07Z,0.1487806588411331,0.763106644153595,0.0881126672029495,neutral,5
7981,UgzcQUcYmHcJNHVQAEl4AaABAg,"mi teoría es que la que cae del cielo es eleven... ella capaz muera o no ahi, o pierda sus poderes y después los que aniquilan son will y 008 no se.jaja",2025-12-15T20:18:25Z,0.1091210469603538,0.828998863697052,0.0618800297379493,neutral,32
8171,UgzW-H36J_6aNp4LI654AaABAg,estamos de vuelta gente,2025-12-15T19:51:39Z,0.0887942239642143,0.8100435137748718,0.1011622250080108,neutral,4
8207,Ugx6iQM1mvtz05bMyf54AaABAg,es bellisimo,2025-12-15T19:46:43Z,0.1740236580371856,0.6134202480316162,0.2125561386346817,neutral,2
8289,UgwipvfcHP6S_wbfzwN4AaABAg,ya la quiero ver 🤩🤩🤩,2025-12-15T19:33:50Z,0.0019371887901797,0.0505477264523506,0.9475151300430298,positive,5
8317,UgwLt0Oa0Em1FAYGbnF4AaABAg,"ok, pero donde esta byler",2025-12-15T19:29:25Z,0.1081228256225586,0.7673153877258301,0.1245618388056755,neutral,5
8319,UgziJZ-c3o2We7VC9654AaABAg,"joya graciaass, muy bueno!!",2025-12-15T19:29:10Z,0.0201645847409963,0.3964742422103882,0.5833611488342285,positive,4
8379,UgxMwTjgXmJdWS8jt_J4AaABAg,olay çıkar yapmayınnnnnn,2025-12-15T19:20:55Z,0.2057767361402511,0.7051586508750916,0.089064672589302,neutral,3
8380,Ugz5I7C6K2anCpU7zOd4AaABAg,steve ve dustin e bir şey olmasın max ve lucas için mutlu son olsun ve lütfen mike eleven mutlu olsunlar evet beklemedeyim,2025-12-15T19:20:51Z,0.1929674297571182,0.7531694173812866,0.0538631454110145,neutral,22
8428,Ugz5Vfj9vZI-8-5QEKl4AaABAg,kupilem truskawki cale te zeby vecna wygral zeby vecna kosci lamal a on kurcze w ciula zrobil nas,2025-12-15T19:15:21Z,0.1484439671039581,0.7920495867729187,0.0595064610242843,neutral,18
8458,UgwJswH9Q4O25TOk71d4AaABAg,mothammida evadino lepesthunnadu /ready ga undadndi ra😢,2025-12-15T19:12:00Z,0.6667531728744507,0.3176371455192566,0.0156096955761313,negative,7
8469,UgxVXoXbWwYWwZHjKvB4AaABAg,puta que pariu eu amo essa série,2025-12-15T19:10:24Z,0.188265785574913,0.7410803437232971,0.070653811097145,neutral,7
8495,Ugw2JPPTBY9h2ZUkvZd4AaABAg,ananızı bacınızı sikim yayınlayın artık,2025-12-15T19:07:45Z,0.3088912069797516,0.6036977171897888,0.0874110534787178,neutral,5
8522,Ugwji-U3Vl0bKFit6X14AaABAg,"amei, só espero que nem o dustin nem o steve vai morrer kk",2025-12-15T19:04:30Z,0.1117045432329177,0.8428279757499695,0.045467372983694,neutral,13
8607,Ugw0OKpOXGZ6XP1KN5t4AaABAg,vecna'nın ölmesini istemiyorum 😢,2025-12-15T18:55:20Z,0.7155065536499023,0.269243061542511,0.0152503885328769,negative,4
8758,UgwiimTslSjHY_xvGMZ4AaABAg,muito mais do que eu esperava pqppppp arrepiei,2025-12-15T18:38:00Z,0.1197214275598526,0.7630367279052734,0.1172418817877769,neutral,8
8788,UgyP-33SbmtV4ERmkx54AaABAg,akkan dengestha antunnaagunshaaaaat...,2025-12-15T18:35:31Z,0.1692432016134262,0.7804760932922363,0.0502806492149829,neutral,3
8880,Ugya4sy0oIWJuAI_TDl4AaABAg,trop hâte !!! trop long jusqu'à 26... 🔥🔥🔥,2025-12-15T18:25:34Z,0.0142486561089754,0.2850748002529144,0.7006765604019165,positive,8
8938,UgxpUyDAhGgIM93n1zl4AaABAg,"“se você morrer, eu morro”🖕🏽🖕🏽🖕🏽🖕🏽🖕🏽🖕🏽🖕🏽🖕🏽🖕🏽",2025-12-15T18:20:47Z,0.1584367305040359,0.7214263677597046,0.1201368868350982,neutral,5
8944,UgzPBPO9K8WghMwQoBp4AaABAg,hmuhnawm leh dawn mang e,2025-12-15T18:20:34Z,0.1190288364887237,0.8330240249633789,0.0479471608996391,neutral,5
8996,UgzR8SIf6-I9tDg8LYt4AaABAg,maza aae ga ab,2025-12-15T18:15:59Z,0.1680627167224884,0.7211803793907166,0.1107568815350532,neutral,4
9067,UgwYsQfhKrbLPLmnVaJ4AaABAg,cada dia con mas ganas de dar de baja mi suscripcion a netflix.,2025-12-15T18:10:45Z,0.1747747361660003,0.7759411931037903,0.0492840893566608,neutral,13
9170,UgxezTN3BewL9ZpXrmJ4AaABAg,eu quero a ericasaa👹👹👹👹,2025-12-15T18:02:25Z,0.1512101739645004,0.80842125415802,0.0403685942292213,neutral,4
9179,Ugx2N6RJmV9iOm2c8aN4AaABAg,steve payalugada🤩🔥,2025-12-15T18:01:52Z,0.0049084234051406,0.1212425455451011,0.8738490343093872,positive,2
9202,UgwHtZa17g6DiRchog54AaABAg,"nãooooo steve e dustin, não aaaaaaa",2025-12-15T18:00:11Z,0.0196914542466402,0.5674953460693359,0.4128132164478302,neutral,6
9208,UgwDyms_cEqgMRfWkJd4AaABAg,drop skrng aja ga mampu nunggu lagi plik,2025-12-15T17:59:42Z,0.1926123052835464,0.7503694295883179,0.0570182241499424,neutral,8
9233,UgxOgAm0vGFf-BtX_C14AaABAg,los mismos trailers de siempre,2025-12-15T17:56:48Z,0.1633739918470382,0.7849006056785583,0.0517254099249839,neutral,5
9357,UgxmsMrBQFLefs3qITZ4AaABAg,winona murió fuera de escena?,2025-12-15T17:49:22Z,0.0830829665064811,0.8817058205604553,0.0352112501859664,neutral,5
9727,UgwFyXAvXAnPGEjOTmR4AaABAg,mao nani!!!!!,2025-12-15T17:28:30Z,0.2183513194322586,0.4925750195980072,0.289073646068573,neutral,2
9749,UgwYw54rc3QFj96UG954AaABAg,porque  roteiristas tem mania de ficar matando personagens principais? exemplo khaleesi... é demais pedir pra ser feliz na ficção? tirando o vecna não quero que morra mais ninguém!!!!! 😭😭😭😭😭,2025-12-15T17:27:09Z,0.6272140741348267,0.3288122415542602,0.0439737476408481,negative,29
9794,Ugy0pz2gEVLE3MUcs894AaABAg,jhatu log steve ko mar ke hee rahenge lagta hai,2025-12-15T17:25:35Z,0.1302946209907531,0.7838671803474426,0.0858381316065788,neutral,10
9798,Ugw-m8n9sQ4vekPV8R54AaABAg,basta con vickie no sueltenla,2025-12-15T17:25:18Z,0.117940254509449,0.7936124801635742,0.0884472355246543,neutral,5
9811,UgzdH_X9Bd8rn6KVyxt4AaABAg,finalmente porra. dustin parou de ser um bosta do krl com o hominh. steve merece muito mais que esse sem dento escrotinho porra,2025-12-15T17:24:53Z,0.0604567006230354,0.877866268157959,0.0616770014166832,neutral,23
9816,UgzD65L1T2uk9hjzIIB4AaABAg,"nombre ahora si ne dio un miedo real de que robin muera porfavor no, no me la maten",2025-12-15T17:24:37Z,0.1301791816949844,0.7912233471870422,0.0785974860191345,neutral,18
9834,UgyFrcB84SwOd53om7d4AaABAg,bs kr pagle rulai ga kya,2025-12-15T17:23:58Z,0.1941852867603302,0.665284276008606,0.1405304074287414,neutral,6
9848,Ugz5UH-GBpNcYJMzBpl4AaABAg,mano nao to preprada,2025-12-15T17:22:57Z,0.181533932685852,0.7126372456550598,0.1058287844061851,neutral,4
9936,UgxcbKmgeUYfx6nUbid4AaABAg,steve ki fielding set h,2025-12-15T17:19:24Z,0.1616029441356659,0.7400636076927185,0.0983334854245185,neutral,5
10025,Ugz7bZKbCMI3iK2xnO54AaABAg,essa série é muito boa de stranger trings,2025-12-15T17:15:48Z,0.1018922105431556,0.8311854004859924,0.066922441124916,neutral,8
10085,UgwRraAOR1pyWspzzA54AaABAg,maa chudne wali h,2025-12-15T17:13:23Z,0.1758351325988769,0.7061797976493835,0.1179851442575454,neutral,4
10090,Ugyn8XDbsCm0ZRP5B514AaABAg,kanda bhaji vecna,2025-12-15T17:13:12Z,0.1852320581674575,0.6596456170082092,0.1551223397254943,neutral,3
10094,UgxmzbWw-unx6foP62h4AaABAg,masti,2025-12-15T17:13:06Z,0.2277642637491226,0.5384700894355774,0.2337656468153,neutral,1
10098,UgyfP2uZMkEaKh30dYN4AaABAg,steve ko kuch huvaaa maa chod degaa terii netflixx,2025-12-15T17:13:03Z,0.0573056302964687,0.8691425919532776,0.0735517889261245,neutral,9
10196,Ugx60Up0lA0S0DYG1PB4AaABAg,la tensa,2025-12-15T17:09:35Z,0.2386285066604614,0.5758127570152283,0.1855587065219879,neutral,2
10249,UgzCNgpJGuDgvoCDVY94AaABAg,no soozi😢,2025-12-15T17:06:45Z,0.7669849395751953,0.209068164229393,0.0239469297230243,negative,2
10263,Ugyop8TJlCUM5IAzoM54AaABAg,je veux que vekna gagne!,2025-12-15T17:06:22Z,0.0399882271885871,0.7192907929420471,0.2407209426164627,neutral,5
10309,UgzzX5zv5eh5Kr5WeYZ4AaABAg,jaldi release karo madarchod,2025-12-15T17:04:30Z,0.1131123527884483,0.8121397495269775,0.0747478976845741,neutral,4
10343,UgzwylJR-DdfGrrg9Kl4AaABAg,henry nın masumiyeti yok oldu resmen,2025-12-15T17:02:41Z,0.2273570448160171,0.7092050909996033,0.0634378492832183,neutral,6
10450,UgxTzql5VklIFqnwumx4AaABAg,chetta juice undo,2025-12-15T16:58:46Z,0.1855287104845047,0.7464731335639954,0.0679981335997581,neutral,3
10470,UgxMotUC65mDXtYfjxh4AaABAg,bagulhos sinistros,2025-12-15T16:57:58Z,0.1900054365396499,0.7032834887504578,0.1067110523581504,neutral,2
10473,Ugy0bamW0n09huM2DwF4AaABAg,aggiornamenti su joe bevilacqua?,2025-12-15T16:57:47Z,0.0870628878474235,0.8737133145332336,0.0392237938940525,neutral,4
10621,UgwIsSXExmkxT39zS3R4AaABAg,yametekudacy,2025-12-15T16:51:46Z,0.2287824749946594,0.6368463039398193,0.1343711912631988,neutral,1
10680,UgzRPRCyjUeKlOdS0Zt4AaABAg,"ya terminen esta serie, no la he visto y no la quiero ver, ya terminenla. pd: tuve un mal dia",2025-12-15T16:49:16Z,0.2454238831996917,0.6847203373908997,0.0698557868599891,neutral,20
10776,UgxEGfsv0vDCG-YwWDp4AaABAg,aparentemente vai ser só no último ep que vai acontecer o que deveria ter acontecido desde o primeiro episódio dessa temporada,2025-12-15T16:45:42Z,0.0772616192698478,0.8626652956008911,0.0600730180740356,neutral,21
10827,Ugzj5H9NdUI1BqMEvEh4AaABAg,nasan si cong tv,2025-12-15T16:43:45Z,0.1757588535547256,0.7147712707519531,0.10946986079216,neutral,4
10944,Ugxoe0boLlQ9hNVOFol4AaABAg,gacor ini gak sabarrrrr🎉,2025-12-15T16:39:32Z,0.00247284444049,0.1574676632881164,0.8400594592094421,positive,4
10998,UgyI2Chcx1sYion1Yn54AaABAg,"""you die, i die"" vamos tentar nao die????? 😫😫",2025-12-15T16:37:11Z,0.8752928376197815,0.114362433552742,0.0103446412831544,negative,9
11193,UgwDeSjLlVDkWk1GlG14AaABAg,si lo viste en menos de 4h eres de los mios,2025-12-15T16:31:12Z,0.0773739442229271,0.8421529531478882,0.0804731175303459,neutral,11
11220,Ugxur1dad4aT4zk09M94AaABAg,nancy se ve como ripley en aliens,2025-12-15T16:30:23Z,0.0379834026098251,0.9164844751358032,0.0455321483314037,neutral,7
11257,Ugzfvam0nFUWDl2u1wh4AaABAg,steve ah konnurathinha da dai,2025-12-15T16:29:10Z,0.1207246556878089,0.8063766360282898,0.0728987753391265,neutral,5
